Start time,End time,Access_Token_DEV,Login_Icon_DEV,Satiro_Login,Satiro_Login_LH,Satiro Server,Satiro_Serve_LH,Access_Token_UAT,Login_Icon_UAT,Medusa_Login,Medusa_Login_LH,Medusa_Server,Medusa_Server_LH
2025-04-17 03:32:25,2025-04-17 03:46:25,BAD,WARN,OK,BAD,BAD,WARN,BAD,WARN,OK,BAD,OK,WARN
2025-04-17 03:48:51,2025-04-17 04:02:51,BAD,WARN,OK,BAD,BAD,WARN,BAD,WARN,OK,BAD,OK,WARN
2025-04-17 04:05:13,2025-04-17 04:19:13,BAD,WARN,OK,BAD,BAD,WARN,BAD,WARN,OK,BAD,OK,WARN
2025-04-17 04:21:40,2025-04-17 04:35:40,BAD,WARN,OK,BAD,BAD,WARN,BAD,WARN,OK,BAD,OK,WARN
2025-04-17 04:38:03,2025-04-17 04:52:03,BAD,WARN,OK,BAD,BAD,WARN,BAD,WARN,OK,BAD,OK,WARN
2025-04-17 04:54:29,2025-04-17 05:08:29,BAD,WARN,OK,BAD,BAD,WARN,BAD,WARN,OK,BAD,OK,WARN
2025-04-17 05:10:40,2025-04-17 05:24:40,BAD,WARN,OK,BAD,BAD,WARN,BAD,WARN,BAD,OK,WARN,BAD
2025-04-17 05:26:49,2025-04-17 05:40:49,BAD,WARN,OK,BAD,BAD,WARN,BAD,WARN,BAD,OK,WARN,BAD
2025-04-17 05:43:57,2025-04-17 05:57:57,BAD,WARN,OK,BAD,BAD,WARN,BAD,WARN,BAD,OK,WARN,BAD
2025-04-17 06:00:55,2025-04-17 06:14:55,OK,OK,OK,OK,BAD,BAD,BAD,WARN,OK,BAD,OK,WARN
2025-04-17 06:17:35,2025-04-17 06:31:35,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 06:33:59,2025-04-17 06:47:59,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 06:50:16,2025-04-17 07:04:16,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 07:06:26,2025-04-17 07:20:26,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 07:22:36,2025-04-17 07:36:36,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
